InvoiceNo,TotalAmount,TotalQuantity,InvoiceDate,CustomerID,Country
565778,159.85000000000002,59,2011-09-06 15:04:00,17460.0,United Kingdom
565779,477.93,391,2011-09-06 15:14:00,15804.0,United Kingdom
565780,64.0,32,2011-09-06 15:30:00,13130.0,United Kingdom
565781,701.38,450,2011-09-06 15:34:00,13098.0,United Kingdom
565782,303.92,176,2011-09-06 15:48:00,12748.0,United Kingdom
565783,18.72,48,2011-09-06 15:53:00,13122.0,United Kingdom
565784,359.05,104,2011-09-06 16:02:00,15089.0,United Kingdom
565785,200.0,5,2011-09-06 16:57:00,12461.0,Switzerland
565788,353.48,316,2011-09-07 08:18:00,13210.0,United Kingdom
565790,591.14,480,2011-09-07 09:15:00,16767.0,United Kingdom
565791,189.60000000000002,96,2011-09-07 09:33:00,16029.0,United Kingdom
565792,180.12,112,2011-09-07 09:37:00,14397.0,United Kingdom
565793,177.60000000000002,96,2011-09-07 09:40:00,16029.0,United Kingdom
565794,567.6,312,2011-09-07 09:45:00,16029.0,United Kingdom
565795,260.63,149,2011-09-07 09:57:00,17481.0,United Kingdom
565796,266.48,226,2011-09-07 10:07:00,14916.0,United Kingdom
565800,809.0699999999999,417,2011-09-07 10:23:00,14911.0,EIRE
565801,549.24,268,2011-09-07 10:28:00,12685.0,France
565802,174.71,177,2011-09-07 10:36:00,17573.0,United Kingdom
565803,871.25,454,2011-09-07 10:38:00,17735.0,United Kingdom
565805,348.0,186,2011-09-07 10:51:00,18229.0,United Kingdom
565806,520.31,319,2011-09-07 10:51:00,15594.0,United Kingdom
565807,315.2,170,2011-09-07 10:55:00,14334.0,United Kingdom
565808,23.0,4,2011-09-07 10:56:00,16843.0,United Kingdom
565835,127.37,46,2011-09-07 11:32:00,14452.0,United Kingdom
565836,3200.28,2186,2011-09-07 11:41:00,17511.0,United Kingdom
565838,393.40000000000003,104,2011-09-07 11:43:00,15071.0,United Kingdom
565839,313.6,187,2011-09-07 11:46:00,13186.0,United Kingdom
565842,149.64000000000001,108,2011-09-07 12:10:00,13808.0,United Kingdom
565844,331.24,247,2011-09-07 12:19:00,17442.0,United Kingdom
565845,588.3000000000001,342,2011-09-07 12:21:00,14709.0,United Kingdom
565846,121.5,60,2011-09-07 12:41:00,14606.0,United Kingdom
565849,323.68,236,2011-09-07 12:50:00,14309.0,United Kingdom
565850,524.85,219,2011-09-07 12:55:00,14530.0,United Kingdom
565851,637.29,332,2011-09-07 13:06:00,14911.0,EIRE
565853,413.99,205,2011-09-07 13:19:00,13756.0,United Kingdom
565854,1035.82,650,2011-09-07 13:22:00,12490.0,France
565855,324.96,308,2011-09-07 13:30:00,15114.0,United Kingdom
565856,155.8,116,2011-09-07 14:09:00,17345.0,United Kingdom
565857,1464.58,942,2011-09-07 14:13:00,14911.0,EIRE
565858,534.24,504,2011-09-07 14:30:00,17949.0,United Kingdom
565859,426.07,336,2011-09-07 14:40:00,16818.0,United Kingdom
565860,9.36,24,2011-09-07 14:41:00,12748.0,United Kingdom
565861,20.8,4,2011-09-07 14:47:00,17368.0,United Kingdom
565862,349.35,109,2011-09-07 14:56:00,15885.0,United Kingdom
565863,402.79,393,2011-09-07 15:00:00,17422.0,United Kingdom
565865,1304.7,719,2011-09-07 15:07:00,12637.0,France
565870,15.0,1,2011-09-07 15:10:00,16828.0,United Kingdom
565877,304.24,133,2011-09-07 15:13:00,15189.0,United Kingdom
565901,1094.9,666,2011-09-07 15:34:00,13798.0,United Kingdom
565914,89.64,180,2011-09-07 15:43:00,18093.0,United Kingdom
565915,480.52,340,2011-09-07 15:52:00,15752.0,United Kingdom
565916,504.35,186,2011-09-07 16:00:00,14156.0,EIRE
565918,127.73,66,2011-09-07 16:27:00,13249.0,United Kingdom
565920,591.02,435,2011-09-08 08:56:00,15298.0,United Kingdom
565921,416.90000000000003,146,2011-09-08 09:13:00,13889.0,United Kingdom
565922,308.9,218,2011-09-08 09:51:00,14116.0,United Kingdom
565923,590.4,388,2011-09-08 10:00:00,17567.0,United Kingdom
565924,360.48,552,2011-09-08 10:01:00,13026.0,United Kingdom
565926,310.2,224,2011-09-08 10:02:00,13305.0,United Kingdom
565929,91.32000000000001,73,2011-09-08 10:11:00,15488.0,United Kingdom
565930,1057.18,649,2011-09-08 10:32:00,12685.0,France
565931,404.31,211,2011-09-08 10:35:00,12683.0,France
565932,222.45000000000002,87,2011-09-08 10:35:00,16418.0,United Kingdom
565933,15.0,1,2011-09-08 10:43:00,15885.0,United Kingdom
565934,443.0,335,2011-09-08 10:45:00,18222.0,United Kingdom
565936,829.4399999999999,1152,2011-09-08 10:49:00,15653.0,United Kingdom
565937,126.74,52,2011-09-08 10:52:00,13468.0,United Kingdom
565967,1944.6,1012,2011-09-08 11:27:00,14646.0,Netherlands
565971,282.68,179,2011-09-08 11:27:00,13571.0,United Kingdom
565975,2.08,1,2011-09-08 11:28:00,14646.0,Netherlands
565990,371.7,260,2011-09-08 11:44:00,13577.0,United Kingdom
565993,303.3,86,2011-09-08 11:46:00,13013.0,United Kingdom
565994,121.74000000000001,38,2011-09-08 11:46:00,13244.0,United Kingdom
565995,418.34,230,2011-09-08 11:48:00,16076.0,United Kingdom
566001,14.99,11,2011-09-08 11:53:00,13700.0,United Kingdom
566005,161.69,88,2011-09-08 11:56:00,16426.0,United Kingdom
566006,286.86,288,2011-09-08 12:01:00,13018.0,United Kingdom
566008,153.99,91,2011-09-08 12:04:00,16426.0,United Kingdom
566009,51.839999999999996,72,2011-09-08 12:04:00,16076.0,United Kingdom
566010,390.47,448,2011-09-08 12:05:00,13700.0,United Kingdom
566013,905.6,554,2011-09-08 12:16:00,17004.0,United Kingdom
566014,355.08000000000004,205,2011-09-08 12:16:00,14688.0,United Kingdom
566015,45.78,78,2011-09-08 12:19:00,16426.0,United Kingdom
566016,591.9,470,2011-09-08 12:20:00,15144.0,United Kingdom
566017,412.71,351,2011-09-08 12:27:00,13330.0,United Kingdom
566018,459.56,294,2011-09-08 12:42:00,13137.0,United Kingdom
566019,423.09,117,2011-09-08 12:44:00,17243.0,United Kingdom
566020,132.7,54,2011-09-08 12:47:00,13925.0,United Kingdom
566021,312.45,234,2011-09-08 12:47:00,15306.0,United Kingdom
566022,49.5,10,2011-09-08 12:47:00,13925.0,United Kingdom
566023,496.44,424,2011-09-08 12:48:00,12955.0,United Kingdom
566024,538.4,204,2011-09-08 12:51:00,13871.0,United Kingdom
566025,159.79,65,2011-09-08 12:55:00,17634.0,United Kingdom
566026,74.4,24,2011-09-08 12:56:00,15618.0,United Kingdom
566027,121.81,91,2011-09-08 12:57:00,15618.0,United Kingdom
566028,320.0,1000,2011-09-08 12:58:00,13848.0,United Kingdom
566033,242.27,202,2011-09-08 13:07:00,16031.0,United Kingdom
566035,413.58,286,2011-09-08 13:17:00,12839.0,United Kingdom
566037,291.84000000000003,240,2011-09-08 13:26:00,13249.0,United Kingdom
566038,191.73000000000002,73,2011-09-08 13:26:00,14511.0,United Kingdom
566039,334.54,194,2011-09-08 13:38:00,14223.0,United Kingdom
566040,459.99,243,2011-09-08 13:38:00,12540.0,Spain
566041,961.58,532,2011-09-08 13:48:00,13814.0,Germany
566042,182.9,90,2011-09-08 13:53:00,17811.0,United Kingdom
566043,421.18,136,2011-09-08 13:54:00,13769.0,United Kingdom
566044,25.200000000000003,12,2011-09-08 13:55:00,13769.0,United Kingdom
566045,105.0,50,2011-09-08 13:57:00,15400.0,United Kingdom
566046,78.9,118,2011-09-08 14:02:00,12971.0,United Kingdom
566047,117.36,140,2011-09-08 14:19:00,17370.0,United Kingdom
566048,322.77,244,2011-09-08 14:21:00,16558.0,United Kingdom
566049,309.79,175,2011-09-08 14:28:00,15730.0,United Kingdom
566050,324.0,70,2011-09-08 14:35:00,13854.0,United Kingdom
566051,86.0,56,2011-09-08 14:42:00,15198.0,United Kingdom
566052,186.32,160,2011-09-08 14:53:00,13199.0,United Kingdom
566053,120.97999999999999,77,2011-09-08 14:57:00,14410.0,United Kingdom
566054,205.8,125,2011-09-08 15:04:00,12592.0,Germany
566055,221.84,96,2011-09-08 15:05:00,15453.0,United Kingdom
566056,4.11,6,2011-09-08 15:08:00,14410.0,United Kingdom
566057,174.07,370,2011-09-08 15:16:00,17997.0,United Kingdom
566058,183.92000000000002,200,2011-09-08 15:16:00,16682.0,United Kingdom
566059,86.0,9,2011-09-08 15:22:00,12569.0,Germany
566061,318.4,132,2011-09-08 15:36:00,13267.0,United Kingdom
566062,482.07,251,2011-09-08 15:39:00,14522.0,United Kingdom
566063,170.88,96,2011-09-08 15:41:00,16011.0,United Kingdom
566073,354.53000000000003,94,2011-09-08 19:58:00,14562.0,United Kingdom
566074,344.9,104,2011-09-09 08:48:00,12535.0,France
566075,205.67000000000002,105,2011-09-09 09:03:00,16173.0,United Kingdom
566076,1087.7,372,2011-09-09 09:13:00,12449.0,Belgium
566077,296.64,204,2011-09-09 09:38:00,13441.0,United Kingdom
566079,985.62,782,2011-09-09 09:52:00,17593.0,United Kingdom
566080,15.0,1,2011-09-09 10:05:00,15187.0,United Kingdom
566081,253.99,95,2011-09-09 10:09:00,16293.0,United Kingdom
566082,70.6,35,2011-09-09 10:09:00,16293.0,United Kingdom
566083,85.92,96,2011-09-09 10:10:00,13145.0,United Kingdom
566085,188.5,102,2011-09-09 10:12:00,17841.0,United Kingdom
566086,584.4,91,2011-09-09 10:16:00,14051.0,United Kingdom
566087,493.4,224,2011-09-09 10:24:00,13319.0,United Kingdom
566089,998.8800000000001,528,2011-09-09 10:31:00,14062.0,United Kingdom
566091,143.8,126,2011-09-09 10:37:00,17870.0,United Kingdom
566092,650.42,325,2011-09-09 10:42:00,13823.0,United Kingdom
566094,348.18,227,2011-09-09 10:42:00,17965.0,United Kingdom
566108,158.4,288,2011-09-09 10:47:00,16027.0,United Kingdom
566115,425.2,293,2011-09-09 10:51:00,12674.0,France
566117,15.5,10,2011-09-09 10:54:00,17965.0,United Kingdom
566123,322.37,136,2011-09-09 11:15:00,15039.0,United Kingdom
566124,262.74,144,2011-09-09 11:15:00,16515.0,United Kingdom
566162,282.31,149,2011-09-09 11:46:00,15249.0,United Kingdom
566163,1304.7,719,2011-09-09 11:48:00,12637.0,France
566169,185.83999999999997,392,2011-09-09 12:09:00,14414.0,United Kingdom
566170,140.5,58,2011-09-09 12:11:00,12879.0,United Kingdom
566171,158.88,97,2011-09-09 12:22:00,18118.0,United Kingdom
566172,322.4,224,2011-09-09 12:24:00,17001.0,United Kingdom
566173,186.56,145,2011-09-09 12:24:00,12787.0,Netherlands
566175,158.95999999999998,104,2011-09-09 12:36:00,18237.0,United Kingdom
566178,141.9,49,2011-09-09 12:41:00,16353.0,United Kingdom
566184,165.0,1,2011-09-09 13:01:00,16723.0,United Kingdom
566186,296.62,363,2011-09-09 13:02:00,16603.0,United Kingdom
566188,192.6,95,2011-09-09 13:14:00,14312.0,United Kingdom
566189,139.5,109,2011-09-09 13:19:00,17800.0,United Kingdom
566190,206.45,316,2011-09-09 13:20:00,12748.0,United Kingdom
566191,442.66,210,2011-09-09 13:26:00,14388.0,United Kingdom
566192,165.20000000000002,36,2011-09-09 13:34:00,14915.0,United Kingdom
566193,1010.95,517,2011-09-09 13:37:00,14961.0,United Kingdom
566194,298.9,90,2011-09-09 13:42:00,14711.0,United Kingdom
566195,2608.11,1849,2011-09-09 13:44:00,12433.0,Norway
566196,148.8,16,2011-09-09 13:47:00,14180.0,United Kingdom
566198,393.85,82,2011-09-09 13:58:00,18109.0,United Kingdom
566199,441.91,217,2011-09-09 14:12:00,14824.0,United Kingdom
566200,111.78,93,2011-09-09 14:14:00,16910.0,United Kingdom
566201,98.10000000000001,18,2011-09-09 14:18:00,15189.0,United Kingdom
566202,337.74,208,2011-09-09 14:22:00,15652.0,United Kingdom
566203,318.35,129,2011-09-09 14:47:00,16362.0,United Kingdom
566204,340.38,166,2011-09-09 14:58:00,14628.0,United Kingdom
566206,34.650000000000006,7,2011-09-09 15:00:00,16362.0,United Kingdom
566207,1210.3200000000002,2352,2011-09-09 15:02:00,12830.0,United Kingdom
566208,7.65,9,2011-09-09 15:03:00,16362.0,United Kingdom
566213,1732.93,959,2011-09-09 15:09:00,14895.0,United Kingdom
566214,51.0,4,2011-09-09 15:10:00,14895.0,United Kingdom
566215,109.15,29,2011-09-09 15:11:00,14895.0,United Kingdom
566217,119.62,55,2011-09-09 15:17:00,14096.0,United Kingdom
566218,35.7,6,2011-09-09 15:25:00,13079.0,United Kingdom
566219,1001.36,700,2011-09-09 15:51:00,17426.0,United Kingdom
566220,2243.7,1128,2011-09-09 15:53:00,15251.0,United Kingdom
566225,77.55,29,2011-09-11 10:35:00,16899.0,United Kingdom
566226,204.60000000000002,52,2011-09-11 10:39:00,15605.0,United Kingdom
566227,1912.06,744,2011-09-11 10:42:00,14258.0,United Kingdom
566228,889.4000000000001,484,2011-09-11 10:52:00,13408.0,United Kingdom
566229,174.84,62,2011-09-11 10:53:00,13408.0,United Kingdom
566230,418.84000000000003,263,2011-09-11 10:57:00,15159.0,United Kingdom
566231,303.94,210,2011-09-11 10:58:00,14837.0,United Kingdom
566232,175.04,82,2011-09-11 10:58:00,15159.0,United Kingdom
566233,1005.54,773,2011-09-11 11:04:00,12635.0,Germany
566234,252.73000000000002,245,2011-09-11 11:08:00,15035.0,United Kingdom
566235,418.06,202,2011-09-11 11:17:00,15636.0,United Kingdom
566236,175.4,60,2011-09-11 11:19:00,16384.0,United Kingdom
566237,142.9,30,2011-09-11 11:24:00,13742.0,United Kingdom
566238,148.27,39,2011-09-11 11:24:00,17377.0,United Kingdom
566239,544.52,234,2011-09-11 11:26:00,14665.0,United Kingdom
566240,137.56,70,2011-09-11 11:29:00,14508.0,United Kingdom
566241,254.76,156,2011-09-11 11:30:00,15939.0,United Kingdom
566242,160.6,52,2011-09-11 11:56:00,15502.0,United Kingdom
566243,33.9,2,2011-09-11 11:57:00,15502.0,United Kingdom
566244,126.00000000000001,60,2011-09-11 11:58:00,15502.0,United Kingdom
566245,451.97,198,2011-09-11 11:59:00,13426.0,United Kingdom
566246,1028.04,396,2011-09-11 12:00:00,13941.0,United Kingdom
566247,316.6,84,2011-09-11 12:03:00,16107.0,United Kingdom
566248,140.96,72,2011-09-11 12:06:00,13272.0,United Kingdom
566249,473.3,202,2011-09-11 12:09:00,13527.0,United Kingdom
566250,344.88,120,2011-09-11 12:10:00,15587.0,United Kingdom
566251,215.87,170,2011-09-11 12:13:00,12841.0,United Kingdom
566253,11.97,19,2011-09-11 12:15:00,13527.0,United Kingdom
566254,384.9,90,2011-09-11 12:16:00,13993.0,United Kingdom
566255,1783.24,1492,2011-09-11 12:23:00,13324.0,United Kingdom
566256,112.38,43,2011-09-11 12:27:00,12680.0,France
566257,855.5999999999999,680,2011-09-11 12:34:00,13324.0,United Kingdom
566258,1239.86,518,2011-09-11 12:45:00,13124.0,United Kingdom
566259,2027.94,606,2011-09-11 12:45:00,17317.0,United Kingdom
566260,1070.48,1152,2011-09-11 12:45:00,14212.0,United Kingdom
566261,378.64,159,2011-09-11 12:46:00,13372.0,United Kingdom
566262,277.55,108,2011-09-11 12:56:00,15527.0,United Kingdom
566264,97.73,55,2011-09-11 13:07:00,14606.0,United Kingdom
566265,103.3,74,2011-09-11 13:16:00,18255.0,United Kingdom
566266,297.36,319,2011-09-11 13:22:00,17299.0,United Kingdom
566267,356.11,196,2011-09-11 13:32:00,12647.0,Germany
566268,292.24,83,2011-09-11 13:38:00,13813.0,Germany
566269,237.22,312,2011-09-11 13:39:00,17864.0,United Kingdom
566270,848.98,390,2011-09-11 13:40:00,16523.0,United Kingdom
566271,1228.83,866,2011-09-11 13:44:00,14250.0,United Kingdom
566272,399.37,264,2011-09-11 13:51:00,14487.0,United Kingdom
566273,245.33,107,2011-09-11 13:56:00,14720.0,United Kingdom
566274,344.25,149,2011-09-11 13:58:00,13884.0,United Kingdom
566275,451.39,240,2011-09-11 13:58:00,16549.0,United Kingdom
566276,305.82,348,2011-09-11 14:00:00,13450.0,United Kingdom
566277,305.62,186,2011-09-11 14:01:00,16796.0,United Kingdom
566278,302.15,67,2011-09-11 14:05:00,13614.0,United Kingdom
566279,249.17000000000002,308,2011-09-11 14:09:00,14432.0,United Kingdom
566281,1948.35,1437,2011-09-11 14:15:00,12748.0,United Kingdom
566282,1638.3400000000001,644,2011-09-11 14:29:00,15782.0,United Kingdom
566283,612.4,375,2011-09-11 14:34:00,17838.0,United Kingdom
566284,160.20000000000002,72,2011-09-11 14:49:00,14825.0,United Kingdom
566285,517.68,334,2011-09-11 14:51:00,13611.0,United Kingdom
566286,331.56,252,2011-09-11 14:58:00,14057.0,United Kingdom
566287,133.37,49,2011-09-11 15:11:00,17218.0,United Kingdom
566288,291.63,68,2011-09-11 15:18:00,12883.0,United Kingdom
566289,231.56,128,2011-09-11 15:20:00,15601.0,United Kingdom
566290,800.9,713,2011-09-11 15:24:00,14456.0,United Kingdom
566291,769.8100000000001,282,2011-09-11 15:31:00,12965.0,United Kingdom
566292,520.9,390,2011-09-11 15:35:00,13381.0,United Kingdom
566293,408.38,555,2011-09-11 15:35:00,14533.0,United Kingdom
566294,449.65999999999997,150,2011-09-11 15:41:00,15533.0,United Kingdom
566295,453.39,855,2011-09-11 15:44:00,15547.0,United Kingdom
566296,202.53,80,2011-09-11 15:47:00,17841.0,United Kingdom
566297,89.52,55,2011-09-11 15:50:00,16794.0,United Kingdom
566298,159.31,170,2011-09-11 15:52:00,14030.0,United Kingdom
566299,329.44,200,2011-09-11 15:59:00,16871.0,United Kingdom
566300,299.34000000000003,118,2011-09-11 16:05:00,18215.0,United Kingdom
566301,114.84,56,2011-09-11 16:06:00,16474.0,United Kingdom
566302,8.25,1,2011-09-11 16:09:00,16474.0,United Kingdom
566303,307.92,170,2011-09-12 08:24:00,12997.0,United Kingdom
566304,343.8,254,2011-09-12 09:03:00,18158.0,United Kingdom
566305,523.25,223,2011-09-12 09:26:00,14110.0,United Kingdom
566306,336.64,214,2011-09-12 09:36:00,13265.0,United Kingdom
566307,656.23,323,2011-09-12 09:37:00,14307.0,United Kingdom
566308,289.92,134,2011-09-12 09:38:00,15865.0,United Kingdom
566309,31.599999999999998,24,2011-09-12 09:38:00,14307.0,United Kingdom
566310,1468.58,890,2011-09-12 09:39:00,15980.0,United Kingdom
566311,170.1,78,2011-09-12 09:41:00,15980.0,United Kingdom
566312,339.83,164,2011-09-12 09:43:00,16150.0,United Kingdom
566314,405.86,372,2011-09-12 09:57:00,15358.0,United Kingdom
566315,326.48,314,2011-09-12 10:01:00,15392.0,United Kingdom
566317,778.65,442,2011-09-12 10:19:00,13375.0,United Kingdom
566318,217.3,110,2011-09-12 10:47:00,15971.0,United Kingdom
566319,853.68,556,2011-09-12 11:25:00,13431.0,United Kingdom
566320,382.48,180,2011-09-12 11:41:00,13983.0,United Kingdom
566321,5.95,1,2011-09-12 11:44:00,17961.0,United Kingdom
566322,145.72,76,2011-09-12 11:58:00,16209.0,United Kingdom
566326,547.02,154,2011-09-12 12:11:00,16211.0,United Kingdom
566328,153.72,204,2011-09-12 12:19:00,13743.0,United Kingdom
566329,207.57,50,2011-09-12 12:20:00,14527.0,United Kingdom
566334,410.08000000000004,444,2011-09-12 12:24:00,13798.0,United Kingdom
566345,1250.71,812,2011-09-12 12:27:00,17685.0,United Kingdom
566361,71.7,34,2011-09-12 12:32:00,15253.0,United Kingdom
566364,395.04999999999995,355,2011-09-12 12:32:00,15253.0,United Kingdom
566393,362.18,214,2011-09-12 12:45:00,13269.0,United Kingdom
566394,317.96,212,2011-09-12 12:45:00,13650.0,United Kingdom
566395,683.8000000000001,164,2011-09-12 12:48:00,14952.0,United Kingdom
566396,553.74,268,2011-09-12 12:51:00,14292.0,United Kingdom
566397,142.82,83,2011-09-12 12:54:00,17811.0,United Kingdom
566398,309.05,43,2011-09-12 13:10:00,12884.0,United Kingdom
566399,620.4,238,2011-09-12 13:11:00,16141.0,United Kingdom
566400,1517.54,848,2011-09-12 13:16:00,17139.0,United Kingdom
566402,278.4,612,2011-09-12 13:34:00,14997.0,United Kingdom
566403,501.9,114,2011-09-12 13:38:00,16985.0,United Kingdom
566405,1304.04,756,2011-09-12 13:41:00,17919.0,United Kingdom
566408,1246.33,786,2011-09-12 13:43:00,16984.0,United Kingdom
566420,205.11,94,2011-09-12 13:50:00,16360.0,United Kingdom
566421,278.43,196,2011-09-12 13:55:00,12924.0,United Kingdom
566422,183.08,82,2011-09-12 13:56:00,13064.0,United Kingdom
566424,381.5,262,2011-09-12 14:15:00,13309.0,United Kingdom
566425,175.9,106,2011-09-12 14:22:00,16458.0,United Kingdom
566426,663.24,484,2011-09-12 14:23:00,17865.0,United Kingdom
566427,303.15999999999997,185,2011-09-12 14:24:00,17433.0,United Kingdom
566428,309.7,422,2011-09-12 14:24:00,15932.0,United Kingdom
566429,25.200000000000003,12,2011-09-12 14:24:00,17865.0,United Kingdom
566430,85.0,1,2011-09-12 14:37:00,16475.0,United Kingdom
566431,303.36,254,2011-09-12 14:39:00,18180.0,United Kingdom
566432,88.56,132,2011-09-12 14:40:00,13704.0,United Kingdom
566433,987.9399999999999,438,2011-09-12 14:54:00,16839.0,United Kingdom
566434,636.44,276,2011-09-12 15:01:00,17090.0,United Kingdom
566435,302.20000000000005,68,2011-09-12 15:04:00,13854.0,United Kingdom
566438,152.82,44,2011-09-12 15:14:00,15996.0,United Kingdom
566439,132.4,28,2011-09-12 15:14:00,17656.0,United Kingdom
566440,330.92,292,2011-09-12 15:19:00,15755.0,United Kingdom
566441,302.19,149,2011-09-12 15:23:00,17719.0,United Kingdom
566442,308.89,175,2011-09-12 15:29:00,14732.0,United Kingdom
566443,291.8,144,2011-09-12 15:31:00,17071.0,United Kingdom
566444,331.14,180,2011-09-12 15:32:00,14020.0,United Kingdom
566447,637.9200000000001,348,2011-09-12 15:43:00,12989.0,United Kingdom
566448,169.9,30,2011-09-12 16:06:00,14897.0,United Kingdom
566450,711.53,420,2011-09-12 16:12:00,15673.0,United Kingdom
566451,782.85,468,2011-09-12 16:14:00,18069.0,United Kingdom
566452,129.32999999999998,57,2011-09-12 16:14:00,14901.0,United Kingdom
566453,84.5,48,2011-09-12 16:23:00,17811.0,United Kingdom
566455,21.0,10,2011-09-12 16:45:00,14500.0,United Kingdom
566465,3.35,2,2011-09-12 17:58:00,15764.0,United Kingdom
566477,483.39,189,2011-09-13 09:03:00,14359.0,United Kingdom
566479,340.2,104,2011-09-13 09:07:00,13831.0,United Kingdom
566480,266.97,120,2011-09-13 09:17:00,16451.0,United Kingdom
566481,1253.0,700,2011-09-13 09:33:00,15769.0,United Kingdom
566482,1319.78,624,2011-09-13 09:43:00,16609.0,United Kingdom
566483,414.82,249,2011-09-13 09:47:00,13880.0,United Kingdom
566484,223.84,216,2011-09-13 09:48:00,13880.0,United Kingdom
566485,181.6,112,2011-09-13 09:49:00,13880.0,United Kingdom
566486,293.14,112,2011-09-13 09:59:00,16098.0,United Kingdom
566487,358.2,316,2011-09-13 10:03:00,16422.0,United Kingdom
566488,361.27,95,2011-09-13 10:16:00,12940.0,United Kingdom
566489,556.3,243,2011-09-13 10:17:00,16814.0,United Kingdom
566491,294.24,216,2011-09-13 10:25:00,14060.0,United Kingdom
566492,94.32000000000001,73,2011-09-13 10:34:00,12679.0,France
566494,4114.08,4072,2011-09-13 11:12:00,17404.0,Sweden
566495,811.24,804,2011-09-13 11:14:00,15529.0,United Kingdom
566518,158.17,101,2011-09-13 11:24:00,17779.0,United Kingdom
566520,161.19,61,2011-09-13 11:26:00,17757.0,United Kingdom
566537,371.70000000000005,134,2011-09-13 11:34:00,13767.0,United Kingdom
566539,368.72,261,2011-09-13 11:34:00,17228.0,United Kingdom
566554,921.4,360,2011-09-13 11:39:00,13136.0,United Kingdom
566555,96.6,28,2011-09-13 11:41:00,15216.0,United Kingdom
566556,237.60000000000002,48,2011-09-13 11:47:00,16353.0,United Kingdom
566557,8281.12,4951,2011-09-13 11:47:00,14646.0,Netherlands
566558,679.69,361,2011-09-13 11:51:00,15311.0,United Kingdom
566559,431.97,157,2011-09-13 11:52:00,18044.0,United Kingdom
566560,356.6,216,2011-09-13 12:09:00,17092.0,United Kingdom
566561,1079.47,972,2011-09-13 12:13:00,18145.0,United Kingdom
566562,1126.47,1147,2011-09-13 12:18:00,17365.0,United Kingdom
566563,328.98,250,2011-09-13 12:22:00,12909.0,United Kingdom
566564,259.05,315,2011-09-13 12:26:00,15522.0,United Kingdom
566566,433.93,106,2011-09-13 12:32:00,14096.0,United Kingdom
566567,303.65000000000003,139,2011-09-13 12:37:00,16161.0,United Kingdom
566571,1267.32,656,2011-09-13 12:49:00,17037.0,United Kingdom
566572,432.75,177,2011-09-13 12:52:00,13488.0,United Kingdom
566575,1658.9,1238,2011-09-13 13:15:00,17133.0,United Kingdom
566576,2180.3,977,2011-09-13 13:21:00,13098.0,United Kingdom
566580,690.9,424,2011-09-13 13:46:00,12822.0,United Kingdom
566581,1599.55,887,2011-09-13 13:47:00,16081.0,United Kingdom
566582,1024.08,538,2011-09-13 13:49:00,13384.0,United Kingdom
566583,364.5,84,2011-09-13 13:55:00,15343.0,United Kingdom
566585,380.76,172,2011-09-13 14:06:00,16409.0,United Kingdom
566586,199.8,213,2011-09-13 14:23:00,12619.0,Germany
566587,347.74,266,2011-09-13 14:30:00,14132.0,United Kingdom
566588,191.78,74,2011-09-13 14:42:00,17562.0,United Kingdom
566589,563.15,211,2011-09-13 14:50:00,14753.0,United Kingdom
566590,302.2,273,2011-09-13 14:51:00,14032.0,United Kingdom
566591,570.19,589,2011-09-13 14:53:00,16036.0,United Kingdom
566592,303.28000000000003,296,2011-09-13 14:53:00,15201.0,United Kingdom
566594,117.35000000000001,49,2011-09-13 15:03:00,16959.0,United Kingdom
566595,4314.72,7824,2011-09-13 15:03:00,18251.0,United Kingdom
566596,786.52,304,2011-09-13 15:18:00,14163.0,United Kingdom
566597,446.31,160,2011-09-13 15:23:00,14194.0,United Kingdom
566598,319.6,73,2011-09-13 15:35:00,12664.0,Finland
566599,398.7,280,2011-09-13 15:37:00,15998.0,United Kingdom
566600,417.08,274,2011-09-13 15:41:00,13704.0,United Kingdom
566601,179.19,50,2011-09-13 15:57:00,16469.0,United Kingdom
566604,365.1,306,2011-09-13 16:26:00,16279.0,United Kingdom
566605,276.31,122,2011-09-13 16:27:00,13263.0,United Kingdom
566606,305.37,229,2011-09-13 16:33:00,15194.0,United Kingdom
566607,496.3,175,2011-09-13 16:40:00,13032.0,United Kingdom
566610,1.65,1,2011-09-13 16:56:00,17961.0,United Kingdom
566612,652.4,226,2011-09-13 17:16:00,16229.0,United Kingdom
566616,267.8,142,2011-09-14 08:35:00,12895.0,United Kingdom
566617,1304.04,346,2011-09-14 09:11:00,18092.0,United Kingdom
566618,621.66,250,2011-09-14 09:13:00,17640.0,United Kingdom
566619,327.8,196,2011-09-14 09:16:00,13798.0,United Kingdom
566620,185.22,126,2011-09-14 09:21:00,13588.0,United Kingdom
566621,543.24,283,2011-09-14 09:22:00,15845.0,United Kingdom
566622,405.88,176,2011-09-14 09:27:00,13860.0,United Kingdom
566623,112.07999999999998,144,2011-09-14 09:31:00,12756.0,Japan
566624,302.25,199,2011-09-14 09:36:00,17315.0,United Kingdom
566625,781.11,734,2011-09-14 09:38:00,14911.0,EIRE
566627,327.0,202,2011-09-14 10:28:00,18229.0,United Kingdom
566628,167.0,604,2011-09-14 10:32:00,12971.0,United Kingdom
566629,613.77,285,2011-09-14 10:32:00,15622.0,United Kingdom
566630,157.20000000000002,96,2011-09-14 10:33:00,12971.0,United Kingdom
566631,42.24,12,2011-09-14 10:34:00,15622.0,United Kingdom
566632,69.6,46,2011-09-14 10:35:00,15622.0,United Kingdom
